date,priceUsd,circulatingSupply
2024-06-17 22:00:00,66611.4107197987127252,19712456.0000000000000000
2024-06-17 23:00:00,66650.6030764106010731,19712456.0000000000000000
2024-06-18 00:00:00,66509.6523001052912739,19712456.0000000000000000
2024-06-18 01:00:00,65763.1919590148853659,19712456.0000000000000000
2024-06-18 02:00:00,65114.8340030806009598,19712456.0000000000000000
2024-06-18 03:00:00,65498.1625388229670004,19712456.0000000000000000
2024-06-18 04:00:00,65564.7946500116956657,19712456.0000000000000000
2024-06-18 05:00:00,65672.5838503750017551,19712456.0000000000000000
2024-06-18 06:00:00,65638.0903499034453810,19712456.0000000000000000
2024-06-18 07:00:00,65478.2006919094021596,19712456.0000000000000000
2024-06-18 08:00:00,65715.3596890738229635,19712456.0000000000000000
2024-06-18 09:00:00,65787.6641662228591477,19712456.0000000000000000
2024-06-18 10:00:00,65546.2748227990431493,19712456.0000000000000000
2024-06-18 11:00:00,65473.2370271271655536,19712456.0000000000000000
2024-06-18 12:00:00,65405.1407628086768493,19712456.0000000000000000
2024-06-18 13:00:00,65202.4485833611204031,19712456.0000000000000000
2024-06-18 14:00:00,64809.5749076150756892,19712456.0000000000000000
2024-06-18 15:00:00,64817.6715729672564984,19712456.0000000000000000
2024-06-18 16:00:00,64671.5087335163030057,19712456.0000000000000000
2024-06-18 17:00:00,64558.6853926763249564,19712456.0000000000000000
2024-06-18 18:00:00,64637.7987666465590115,19712456.0000000000000000
2024-06-18 19:00:00,64683.8027277639819382,19712456.0000000000000000
2024-06-18 20:00:00,64402.7624633385981520,19712456.0000000000000000
2024-06-18 21:00:00,64972.9359783280204041,19712456.0000000000000000
2024-06-18 22:00:00,65222.8134646019561543,19712456.0000000000000000
2024-06-18 23:00:00,65279.4914817716384250,19712456.0000000000000000
2024-06-19 00:00:00,65170.3060491180614757,19712456.0000000000000000
2024-06-19 01:00:00,65177.5317380707523687,19712456.0000000000000000
2024-06-19 02:00:00,65021.7875182660567327,19712456.0000000000000000
2024-06-19 03:00:00,65402.1550956285587380,19712456.0000000000000000
2024-06-19 04:00:00,65472.9529233418309791,19712456.0000000000000000
2024-06-19 05:00:00,65479.1861861551816069,19712456.0000000000000000
2024-06-19 06:00:00,65487.1818071385171756,19712456.0000000000000000
2024-06-19 07:00:00,65625.6487744181366827,19712456.0000000000000000
2024-06-19 08:00:00,65381.0552076489832478,19712456.0000000000000000
2024-06-19 09:00:00,65191.4583072023658454,19712456.0000000000000000
2024-06-19 10:00:00,65262.3888852364497392,19712456.0000000000000000
2024-06-19 11:00:00,65427.9407283950040329,19712456.0000000000000000
2024-06-19 12:00:00,65214.5860788104983951,19712456.0000000000000000
2024-06-19 13:00:00,65230.8618506465186169,19712456.0000000000000000
