date,priceUsd,circulatingSupply
2024-06-15 23:00:00,66286.6448675779600940,19712456.0000000000000000
2024-06-16 00:00:00,66296.6787572895595430,19712456.0000000000000000
2024-06-16 01:00:00,66227.7822661902692293,19712456.0000000000000000
2024-06-16 02:00:00,66258.4285484130714487,19712456.0000000000000000
2024-06-16 03:00:00,66206.3790830523451509,19712456.0000000000000000
2024-06-16 04:00:00,66210.0859035375659867,19712456.0000000000000000
2024-06-16 05:00:00,66256.3823309732181132,19712456.0000000000000000
2024-06-16 06:00:00,66334.3955598970338197,19712456.0000000000000000
2024-06-16 07:00:00,66401.3658087412917850,19712456.0000000000000000
2024-06-16 08:00:00,66306.5494394895442402,19712456.0000000000000000
2024-06-16 09:00:00,66313.9663455812556009,19712456.0000000000000000
2024-06-16 10:00:00,66428.5112269787901287,19712456.0000000000000000
2024-06-16 11:00:00,66754.3458326616927191,19712456.0000000000000000
2024-06-16 12:00:00,66527.3532320806623407,19712456.0000000000000000
2024-06-16 13:00:00,66648.1485718343258706,19712456.0000000000000000
2024-06-16 14:00:00,66781.6960309005308998,19712456.0000000000000000
2024-06-16 15:00:00,66546.0666047633972756,19712456.0000000000000000
2024-06-16 16:00:00,66787.5589995684813184,19712456.0000000000000000
2024-06-16 17:00:00,66627.7578223067855682,19712456.0000000000000000
2024-06-16 18:00:00,66591.8270345085416661,19712456.0000000000000000
2024-06-16 19:00:00,66634.2240753178799771,19712456.0000000000000000
2024-06-16 20:00:00,66591.7143448817655519,19712456.0000000000000000
2024-06-16 21:00:00,66529.2063098260220634,19712456.0000000000000000
2024-06-16 22:00:00,66530.1645017856991605,19712456.0000000000000000
2024-06-16 23:00:00,66750.8869226589009775,19712456.0000000000000000
2024-06-17 00:00:00,66687.8058822117765810,19712456.0000000000000000
2024-06-17 01:00:00,66581.5008820917961992,19712456.0000000000000000
2024-06-17 02:00:00,66484.3838061356646171,19712456.0000000000000000
2024-06-17 03:00:00,66370.5012761017197389,19712456.0000000000000000
2024-06-17 04:00:00,66265.4941281174616333,19712456.0000000000000000
2024-06-17 05:00:00,66439.9661038106612921,19712456.0000000000000000
2024-06-17 06:00:00,66379.7170591644038798,19712456.0000000000000000
2024-06-17 07:00:00,66142.0658736527932720,19712456.0000000000000000
2024-06-17 08:00:00,66190.0440174831946667,19712456.0000000000000000
2024-06-17 09:00:00,66206.9383998741928445,19712456.0000000000000000
2024-06-17 10:00:00,65796.3696382047640204,19712456.0000000000000000
2024-06-17 11:00:00,65878.6116221378321875,19712456.0000000000000000
2024-06-17 12:00:00,65829.2443404279740574,19712456.0000000000000000
2024-06-17 13:00:00,65595.5705891004830311,19712456.0000000000000000
2024-06-17 14:00:00,65235.8039358954750737,19712456.0000000000000000
2024-06-17 15:00:00,65443.2876597500508189,19712456.0000000000000000
2024-06-17 16:00:00,65370.1507500301151968,19712456.0000000000000000
2024-06-17 17:00:00,65895.9417517512097305,19712456.0000000000000000
2024-06-17 18:00:00,66514.3989554246740522,19712456.0000000000000000
2024-06-17 19:00:00,67054.3988515947632065,19712456.0000000000000000
2024-06-17 20:00:00,66661.4972633093731372,19712456.0000000000000000
2024-06-17 21:00:00,66431.1025467937269774,19712456.0000000000000000
